"NumTag","L1","L2","L3","L4","L5","L6","L7","L8","ValueType","Editable","Searchable","Value","IsPartOf","HasPart","AttachTo","ArticulateWith","Expert"
"0001, 0204",,,,,"RightCostoChondral4",,,,"bool","y","y","FALSE",,"RightRib4, RightCostalCartilage4",,,"ULB"
"0001, 0205",,,,,"RightChondroSternal4",,,,"bool","y","y","FALSE",,"RightCostalCartilage4, SternalBody",,,"ULB"
"0001, 0206",,,,,"RightCostoCorporeal5",,,,"bool","y","y","FALSE",,"ThoracicVertebrae4, ThoracicVertebrae5, RightRib5",,,"ULB"
"0001, 0207",,,,,"RightCostoTransverse5",,,,"bool","y","y","FALSE",,"ThoracicVertebrae5, RightRib5",,,"ULB"
"0001, 0208",,,,,"RightCostoChondral5",,,,"bool","y","y","FALSE",,"RightRib5, RightCostalCartilage5",,,"ULB"
"0001, 0209",,,,,"RightChondroSternal5",,,,"bool","y","y","FALSE",,"RightCostalCartilage5, SternalBody",,,"ULB"
"0001, 0210",,,,,"RightCostoCorporeal6",,,,"bool","y","y","FALSE",,"ThoracicVertebrae5, ThoracicVertebrae6, RightRib6",,,"ULB"
"0001, 0211",,,,,"RightCostoTransverse6",,,,"bool","y","y","FALSE",,"ThoracicVertebrae6, RightRib6",,,"ULB"
"0001, 0212",,,,,"RightCostoChondral6",,,,"bool","y","y","FALSE",,"RightRib6, RightCostalCartilage6",,,"ULB"
"0001, 0213",,,,,"RightChondroSternal6",,,,"bool","y","y","FALSE",,"RightCostalCartilage6, SternalBody",,,"ULB"
"0001, 0214",,,,,"RightCostoCorporeal7",,,,"bool","y","y","FALSE",,"ThoracicVertebrae6, ThoracicVertebrae7, RightRib7",,,"ULB"
"0001, 0215",,,,,"RightCostoTransverse7",,,,"bool","y","y","FALSE",,"ThoracicVertebrae7, RightRib7",,,"ULB"
"0001, 0216",,,,,"RightCostoChondral7",,,,"bool","y","y","FALSE",,"RightRib7, RightCostalCartilage7",,,"ULB"
"0001, 0217",,,,,"RightChondroSternal7",,,,"bool","y","y","FALSE",,"RightCostalCartilage7, SternalBody",,,"ULB"
"0001, 0218",,,,,"RightCostoCorporeal8",,,,"bool","y","y","FALSE",,"ThoracicVertebrae7, ThoracicVertebrae8, RightRib8",,,"ULB"
"0001, 0219",,,,,"RightCostoTransverse8",,,,"bool","y","y","FALSE",,"ThoracicVertebrae8, RightRib8",,,"ULB"
"0001, 0220",,,,,"RightCostoChondral8",,,,"bool","y","y","FALSE",,"RightRib8, RightCostalCartilage8",,,"ULB"
"0001, 0221",,,,,"RightChondroChondral1",,,,"bool","y","y","FALSE",,"RightCostalCartilage7, RightCostalCartilage8",,,"ULB"
"0001, 0222",,,,,"RightCostoCorporeal9",,,,"bool","y","y","FALSE",,"ThoracicVertebrae8, ThoracicVertebrae9, RightRib9",,,"ULB"
"0001, 0223",,,,,"RightCostoTransverse9",,,,"bool","y","y","FALSE",,"ThoracicVertebrae9, RightRib9",,,"ULB"
"0001, 0224",,,,,"RightCostoChondral9",,,,"bool","y","y","FALSE",,"RightRib9, RightCostalCartilage9",,,"ULB"
"0001, 0225",,,,,"RightChondroChondral2",,,,"bool","y","y","FALSE",,"RightCostalCartilage8, RightCostalCartilage9",,,"ULB"
"0001, 0226",,,,,"RightCostoCorporeal10",,,,"bool","y","y","FALSE",,"ThoracicVertebrae9, ThoracicVertebrae10, RightRib10",,,"ULB"
"0001, 0227",,,,,"RightCostoTransverse10",,,,"bool","y","y","FALSE",,"ThoracicVertebrae10, RightRib10",,,"ULB"
"0001, 0228",,,,,"RightCostoChondral10",,,,"bool","y","y","FALSE",,"RightRib10, RightCostalCartilage10",,,"ULB"
"0001, 0229",,,,,"RightChondroChondral3",,,,"bool","y","y","FALSE",,"RightCostalCartilage9, RightCostalCartilage10",,,"ULB"
"0001, 0230",,,,,"RightCostoCorporeal11",,,,"bool","y","y","FALSE",,"ThoracicVertebrae11, RightRib11",,,"ULB"
"0001, 0231",,,,,"RightCostoChondral11",,,,"bool","y","y","FALSE",,"RightRib11, RightCostalCartilage11",,,"ULB"
"0001, 0232",,,,,"RightCostoCorporeal12",,,,"bool","y","y","FALSE",,"ThoracicVertebrae12, RightRib12",,,"ULB"
"0001, 0233",,,,,"RightCostoChondral12",,,,"bool","y","y","FALSE",,"RightRib12, RightCostalCartilage12",,,"ULB"
"0001, 0234",,,,,"LeftSternoCostoClavicular ",,,,"bool","y","y","FALSE",,"Manubrium, LeftCostalCartilage1, LeftClavicle",,,"ULB"
"0001, 0235",,,,,"RightSternoCostoClavicular ",,,,"bool","y","y","FALSE",,"Manubrium, RightCostalCartilage1, RightClavicle",,,"ULB"
"0001, 0236",,,,,"LeftAcromioClavicular",,,,"bool","y","y","FALSE",,"LeftScapula, LeftClavicle",,,"ULB"
"0001, 0237",,,,,"RightAcromioClavicular",,,,"bool","y","y","FALSE",,"RightScapula, RightClavicle",,,"ULB"
"0001, 0238",,,,,"LeftSerratoScapular",,,,"bool","y","y","FALSE",,"LeftScapula, LeftSerratusAnterior",,,"ULB"
"0001, 0239",,,,,"RightSerratoScapular",,,,"bool","y","y","FALSE",,"RightScapula, RightSerratusAnterior",,,"ULB"
"0001, 0240",,,,,"LeftSerratoThoracic",,,,"bool","y","y","FALSE",,"LeftSerratusAnterior, Thorax",,,"ULB"
"0001, 0241",,,,,"RightSerratoThoracic",,,,"bool","y","y","FALSE",,"RightSerratusAnterior, Thorax",,,"ULB"
"0001, 0242",,,,,"LeftScapuloHumeral",,,,"bool","y","y","FALSE",,"LeftScapula, LeftHumerus",,,"ULB"
"0001, 0243",,,,,"RightScapuloHumeral",,,,"bool","y","y","FALSE",,"RightScapula, RightHumerus",,,"ULB"
"0001, 0244",,,,,"LeftHumeroUlnar",,,,"bool","y","y","FALSE",,"LeftHumerus, LeftUlna",,,"ULB"
"0001, 0245",,,,,"RightHumeroUlnar",,,,"bool","y","y","FALSE",,"RightHumerus, RightUlna",,,"ULB"
"0001, 0246",,,,,"LeftHumeroRadial",,,,"bool","y","y","FALSE",,"LeftHumerus, LeftRadius",,,"ULB"
"0001, 0247",,,,,"RightHumeroRadial",,,,"bool","y","y","FALSE",,"RightHumerus, RightRadius",,,"ULB"
"0001, 0248",,,,,"LeftCondyloTrochlear",,,,"bool","y","y","FALSE",,"LeftHumerus, LeftRadius",,,"ULB"
"0001, 0249",,,,,"RightCondyloTrochlear",,,,"bool","y","y","FALSE",,"RightHumerus, RightRadius",,,"ULB"
"0001, 0250",,,,,"LeftSuperiorRadioUlnar",,,,"bool","y","y","FALSE",,"LeftRadius, LeftUlna",,,"ULB"
"0001, 0251",,,,,"RightSuperiorRadioUlnar",,,,"bool","y","y","FALSE",,"RightRadius, RightUlna",,,"ULB"
"0001, 0252",,,,,"LeftMiddleRadioUlnar",,,,"bool","y","y","FALSE",,"LeftRadius, LeftUlna",,,"ULB"
"0001, 0253",,,,,"RightMiddleRadioUlnar",,,,"bool","y","y","FALSE",,"RightRadius, RightUlna",,,"ULB"
"0001, 0254",,,,,"LeftInferiorRadioUlnar",,,,"bool","y","y","FALSE",,"LeftRadius, LeftUlna",,,"ULB"
"0001, 0255",,,,,"RightInferiorRadioUlnar",,,,"bool","y","y","FALSE",,"RightRadius, RightUlna",,,"ULB"
"0001, 0256",,,,,"LeftSyndesmoUlnar",,,,"bool","y","y","FALSE",,"LeftTriangularLig, LeftUlna",,,"ULB"
"0001, 0257",,,,,"RightSyndesmoUlnar",,,,"bool","y","y","FALSE",,"RightTriangularLig, RightUlna",,,"ULB"
"0001, 0258",,,,,"LeftSyndesmoCarpal",,,,"bool","y","y","FALSE",,"LeftTriangularLig, LeftTriquetrum, LeftLunate",,,"ULB"
"0001, 0259",,,,,"RightSyndesmoCarpal",,,,"bool","y","y","FALSE",,"RightTriangularLig, RightTriquetrum, RightLunate",,,"ULB"
"0001, 0260",,,,,"LeftRadioScaphoid",,,,"bool","y","y","FALSE",,"LeftRadius, LeftHandScaphoid",,,"ULB"
"0001, 0261",,,,,"RightRadioScaphoid",,,,"bool","y","y","FALSE",,"RightRadius, RightHandScaphoid",,,"ULB"
"0001, 0262",,,,,"LeftRadioLunate",,,,"bool","y","y","FALSE",,"LeftRadius, LeftLunate",,,"ULB"
"0001, 0263",,,,,"RightRadioLunate",,,,"bool","y","y","FALSE",,"RightRadius, RightLunate",,,"ULB"
"0001, 0264",,,,,"LeftScaphoLunate",,,,"bool","y","y","FALSE",,"LeftHandScaphoid, LeftLunate",,,"ULB"
"0001, 0265",,,,,"RightScaphoLunate",,,,"bool","y","y","FALSE",,"RightHandScaphoid, RightLunate",,,"ULB"
"0001, 0266",,,,,"LeftLunoTriquetral",,,,"bool","y","y","FALSE",,"LeftLunate, LeftTriquetrum",,,"ULB"
"0001, 0267",,,,,"RightLunoTriquetral",,,,"bool","y","y","FALSE",,"RightLunate, RightTriquetrum",,,"ULB"
"0001, 0268",,,,,"LeftPisoTriquetral",,,,"bool","y","y","FALSE",,"LeftTriquetrum, LeftPisiformis",,,"ULB"
"0001, 0269",,,,,"RightPisoTriquetral",,,,"bool","y","y","FALSE",,"RightTriquetrum, RightPisiformis",,,"ULB"
"0001, 0270",,,,,"LeftScaphoTrapezoTrapezoid",,,,"bool","y","y","FALSE",,"LeftHandScaphoid, LeftTrapezium, LeftTrapezoid",,,"ULB"
"0001, 0271",,,,,"RightScaphoTrapezoTrapezoid",,,,"bool","y","y","FALSE",,"RightHandScaphoid, RightTrapezium, RightTrapezoid",,,"ULB"
"0001, 0272",,,,,"LeftScaphoCapitate",,,,"bool","y","y","FALSE",,"LeftHandScaphoid, LeftCapitate",,,"ULB"
"0001, 0273",,,,,"RightScaphoCapitate",,,,"bool","y","y","FALSE",,"RightHandScaphoid, RightCapitate",,,"ULB"
"0001, 0274",,,,,"LeftLunoCapitate",,,,"bool","y","y","FALSE",,"LeftLunate, LeftCapitate",,,"ULB"
"0001, 0275",,,,,"RightLunoCapitate",,,,"bool","y","y","FALSE",,"RightLunate, RightCapitate",,,"ULB"
"0001, 0276",,,,,"LeftTriquetroHamate",,,,"bool","y","y","FALSE",,"LeftTriquetrum, LeftHamate",,,"ULB"
"0001, 0277",,,,,"RightTriquetroHamate",,,,"bool","y","y","FALSE",,"RightTriquetrum, RightHamate",,,"ULB"
"0001, 0278",,,,,"LeftTrapezoTrapezoid",,,,"bool","y","y","FALSE",,"LeftTrapezium, LeftTrapezoid",,,"ULB"
"0001, 0279",,,,,"RightTrapezoTrapezoid",,,,"bool","y","y","FALSE",,"RightTrapezium, RightTrapezoid",,,"ULB"
"0001, 0280",,,,,"LeftTrapezoCapitate",,,,"bool","y","y","FALSE",,"LeftTrapezoid, LeftCapitate",,,"ULB"
"0001, 0281",,,,,"RightTrapezoCapitate",,,,"bool","y","y","FALSE",,"RightTrapezoid, RightCapitate",,,"ULB"
"0001, 0282",,,,,"LeftCapitatoHamate",,,,"bool","y","y","FALSE",,"LeftCapitate, LeftHamate",,,"ULB"
"0001, 0283",,,,,"RightCapitatoHamate",,,,"bool","y","y","FALSE",,"RightCapitate, RightHamate",,,"ULB"
"0001, 0284",,,,,"LeftCarpoMetacarpal1",,,,"bool","y","y","FALSE",,"LeftTrapezium, LeftMetacarpal1",,,"ULB"
"0001, 0285",,,,,"RightCarpoMetacarpal1",,,,"bool","y","y","FALSE",,"RightTrapezium, RightMetacarpal1",,,"ULB"
"0001, 0286",,,,,"LeftCarpoMetacarpal2",,,,"bool","y","y","FALSE",,"LeftTrapezoid, LeftMetacarpal2",,,"ULB"
"0001, 0287",,,,,"RightCarpoMetacarpal2",,,,"bool","y","y","FALSE",,"RightTrapezoid, RightMetacarpal2",,,"ULB"
"0001, 0288",,,,,"LeftCarpoMetacarpal3",,,,"bool","y","y","FALSE",,"LeftCapitate, LeftMetacarpal3",,,"ULB"
"0001, 0289",,,,,"RightCarpoMetacarpal3",,,,"bool","y","y","FALSE",,"RightCapitate, RightMetacarpal3",,,"ULB"
"0001, 0290",,,,,"LeftCarpoMetacarpal4",,,,"bool","y","y","FALSE",,"LeftHamate, LeftMetacarpal4",,,"ULB"
"0001, 0291",,,,,"RightCarpoMetacarpal4",,,,"bool","y","y","FALSE",,"RightHamate, RightMetacarpal4",,,"ULB"
"0001, 0292",,,,,"LeftCarpoMetacarpal5",,,,"bool","y","y","FALSE",,"LeftHamate, LeftMetacarpal5",,,"ULB"
"0001, 0293",,,,,"RightCarpoMetacarpal5",,,,"bool","y","y","FALSE",,"RightHamate, RightMetacarpal5",,,"ULB"
"0001, 0294",,,,,"LeftMetacarpoPhalangeal1",,,,"bool","y","y","FALSE",,"LeftMetacarpal1, LeftHandRay1Phalanx1",,,"ULB"
"0001, 0295",,,,,"RightMetacarpoPhalangeal1",,,,"bool","y","y","FALSE",,"RightMetacarpal1, RightHandRay1Phalanx1",,,"ULB"
"0001, 0296",,,,,"LeftMetacarpoPhalangeal2",,,,"bool","y","y","FALSE",,"LeftMetacarpal2, LeftHandRay2Phalanx1",,,"ULB"
"0001, 0297",,,,,"RightMetacarpoPhalangeal2",,,,"bool","y","y","FALSE",,"RightMetacarpal2, RightHandRay2Phalanx1",,,"ULB"
"0001, 0298",,,,,"LeftMetacarpoPhalangeal3",,,,"bool","y","y","FALSE",,"LeftMetacarpal3, LeftHandRay3Phalanx1",,,"ULB"
"0001, 0299",,,,,"RightMetacarpoPhalangeal3",,,,"bool","y","y","FALSE",,"RightMetacarpal3, RightHandRay3Phalanx1",,,"ULB"
"0001, 0300",,,,,"LeftMetacarpoPhalangeal4",,,,"bool","y","y","FALSE",,"LeftMetacarpal4, LeftHandRay4Phalanx1",,,"ULB"
"0001, 0301",,,,,"RightMetacarpoPhalangeal4",,,,"bool","y","y","FALSE",,"RightMetacarpal4, RightHandRay4Phalanx1",,,"ULB"
"0001, 0302",,,,,"LeftMetacarpoPhalangeal5",,,,"bool","y","y","FALSE",,"LeftMetacarpal5, LeftHandRay5Phalanx1",,,"ULB"
"0001, 0303",,,,,"RightMetacarpoPhalangeal5",,,,"bool","y","y","FALSE",,"RightMetacarpal5, RightHandRay5Phalanx1",,,"ULB"
"0001, 0304",,,,,"LeftHandRay1Interphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay1Phalanx1, LeftHandRay1Phalanx2",,,"ULB"
"0001, 0305",,,,,"RightHandRay1Interphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay1Phalanx1, RightHandRay1Phalanx2",,,"ULB"
"0001, 0306",,,,,"LeftHandRay2ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay2Phalanx1, LeftHandRay2Phalanx2",,,"ULB"
"0001, 0307",,,,,"RightHandRay2ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay2Phalanx1, RightHandRay2Phalanx2",,,"ULB"
"0001, 0308",,,,,"LeftHandRay2DistalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay2Phalanx2, LeftHandRay2Phalanx3",,,"ULB"
"0001, 0309",,,,,"RightHandRay2DistalInterphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay2Phalanx2, RightHandRay2Phalanx3",,,"ULB"
"0001, 0310",,,,,"LeftHandRay3ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay3Phalanx1, LeftHandRay3Phalanx2",,,"ULB"
"0001, 0311",,,,,"RightHandRay3ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay3Phalanx1, RightHandRay3Phalanx2",,,"ULB"
"0001, 0312",,,,,"LeftHandRay3DistalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay3Phalanx2, LeftHandRay3Phalanx3",,,"ULB"
"0001, 0313",,,,,"RightHandRay3DistalInterphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay3Phalanx2, RightHandRay3Phalanx3",,,"ULB"
"0001, 0314",,,,,"LeftHandRay4ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay4Phalanx1, LeftHandRay4Phalanx2",,,"ULB"
"0001, 0315",,,,,"RightHandRay4ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay4Phalanx1, RightHandRay4Phalanx2",,,"ULB"
"0001, 0316",,,,,"LeftHandRay4DistalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay4Phalanx2, LeftHandRay4Phalanx3",,,"ULB"
"0001, 0317",,,,,"RightHandRay4DistalInterphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay4Phalanx2, RightHandRay4Phalanx3",,,"ULB"
"0001, 0318",,,,,"LeftHandRay5ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay5Phalanx1, LeftHandRay5Phalanx2",,,"ULB"
"0001, 0319",,,,,"RightHandRay5ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay5Phalanx1, RightHandRay5Phalanx2",,,"ULB"
"0001, 0320",,,,,"LeftHandRay5DistalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftHandRay5Phalanx2, LeftHandRay5Phalanx3",,,"ULB"
"0001, 0321",,,,,"RightHandRay5DistalInterphalangeal",,,,"bool","y","y","FALSE",,"RightHandRay5Phalanx2, RightHandRay5Phalanx3",,,"ULB"
"0001, 0322",,,,,"LeftSacroIliac",,,,"bool","y","y","FALSE",,"Sacrum, LeftIliac",,,"ULB"
"0001, 0323",,,,,"RightSacroIliac",,,,"bool","y","y","FALSE",,"Sacrum, RightIliac",,,"ULB"
"0001, 0324",,,,,"LeftCoxoFemoral",,,,"bool","y","y","FALSE",,"LeftIliac, LeftFemur",,,"ULB"
"0001, 0325",,,,,"RightCoxoFemoral",,,,"bool","y","y","FALSE",,"RightIliac, RightFemur",,,"ULB"
"0001, 0326",,,,,"LeftFemoroPatellar",,,,"bool","y","y","FALSE",,"LeftFemur, LeftPatella",,,"ULB"
"0001, 0327",,,,,"RightFemoroPatellar",,,,"bool","y","y","FALSE",,"RightFemur, RightPatella",,,"ULB"
"0001, 0328",,,,,"LeftFemoroTibial",,,,"bool","y","y","FALSE",,"LeftFemur, LeftTibia",,,"ULB"
"0001, 0329",,,,,"RightFemoroTibial",,,,"bool","y","y","FALSE",,"RightFemur, RightTibia",,,"ULB"
"0001, 0330",,,,,"LeftSuperiorTibioFibular",,,,"bool","y","y","FALSE",,"LeftTibia, LeftFibula",,,"ULB"
"0001, 0331",,,,,"RightSuperiorTibioFibular",,,,"bool","y","y","FALSE",,"RightTibia, RightFibula",,,"ULB"
"0001, 0332",,,,,"LeftMiddleTibioFibular",,,,"bool","y","y","FALSE",,"LeftTibia, LeftFibula",,,"ULB"
"0001, 0333",,,,,"RightMiddleTibioFibular",,,,"bool","y","y","FALSE",,"RightTibia, RightFibula",,,"ULB"
"0001, 0334",,,,,"LeftInferiorTibioFibular",,,,"bool","y","y","FALSE",,"LeftTibia, LeftFibula",,,"ULB"
"0001, 0335",,,,,"RightInferiorTibioFibular",,,,"bool","y","y","FALSE",,"RightTibia, RightFibula",,,"ULB"
"0001, 0336",,,,,"LeftTibioTalar",,,,"bool","y","y","FALSE",,"LeftTibia, LeftTalus",,,"ULB"
"0001, 0337",,,,,"RightTibioTalar",,,,"bool","y","y","FALSE",,"RightTibia, RightTalus",,,"ULB"
"0001, 0338",,,,,"LeftFibuloTalar",,,,"bool","y","y","FALSE",,"LeftFibula, LeftTalus",,,"ULB"
"0001, 0339",,,,,"RightFibuloTalar",,,,"bool","y","y","FALSE",,"RightFibula, RightTalus",,,"ULB"
"0001, 0340",,,,,"LeftTibioTarsal",,,,"bool","y","y","FALSE",,"LeftTibia, LeftFibula, LeftTalus",,,"ULB"
"0001, 0341",,,,,"RightTibioTarsal",,,,"bool","y","y","FALSE",,"RightTibia, RightFibula, RightTalus",,,"ULB"
"0001, 0342",,,,,"LeftSubTalar",,,,"bool","y","y","FALSE",,"LeftTalus, LeftCalcaneus",,,"ULB"
"0001, 0343",,,,,"RightSubTalar",,,,"bool","y","y","FALSE",,"RightTalus, RightCalcaneus",,,"ULB"
"0001, 0344",,,,,"LeftCalcaneoCuboidal",,,,"bool","y","y","FALSE",,"LeftCalcaneus, LeftCuboid",,,"ULB"
"0001, 0345",,,,,"RightCalcaneoCuboidal",,,,"bool","y","y","FALSE",,"RightCalcaneus, RightCuboid",,,"ULB"
"0001, 0346",,,,,"LeftScaphoTalar",,,,"bool","y","y","FALSE",,"LeftTalus, LeftFootScaphoid",,,"ULB"
"0001, 0347",,,,,"RightScaphoTalar",,,,"bool","y","y","FALSE",,"RightTalus, RightFootScaphoid",,,"ULB"
"0001, 0348",,,,,"LeftMedialScaphoCuneal",,,,"bool","y","y","FALSE",,"LeftFootScaphoid, LeftMedialCuneiform",,,"ULB"
"0001, 0349",,,,,"RightMedialScaphoCuneal",,,,"bool","y","y","FALSE",,"RightFootScaphoid, RightMedialCuneiform",,,"ULB"
"0001, 0350",,,,,"LeftIntermediateScaphoCuneal",,,,"bool","y","y","FALSE",,"LeftFootScaphoid, LeftIntermediateCuneiform",,,"ULB"
"0001, 0351",,,,,"RightIntermediateScaphoCuneal",,,,"bool","y","y","FALSE",,"RightFootScaphoid, RightIntermediateCuneiform",,,"ULB"
"0001, 0352",,,,,"LeftLateralScaphoCuneal",,,,"bool","y","y","FALSE",,"LeftFootScaphoid, LeftLateralCuneiform",,,"ULB"
"0001, 0353",,,,,"RightLateralScaphoCuneal",,,,"bool","y","y","FALSE",,"RightFootScaphoid, RightLateralCuneiform",,,"ULB"
"0001, 0354",,,,,"LeftMedialInterCuneal",,,,"bool","y","y","FALSE",,"LeftMedialCuneiform, LeftIntermediateCuneiform",,,"ULB"
"0001, 0355",,,,,"RightMedialInterCuneal",,,,"bool","y","y","FALSE",,"RightMedialCuneiform, RightIntermediateCuneiform",,,"ULB"
"0001, 0356",,,,,"LeftLateralInterCuneal",,,,"bool","y","y","FALSE",,"LeftIntermediateCuneiform, LeftLateralCuneiform",,,"ULB"
"0001, 0357",,,,,"RightLateralInterCuneal",,,,"bool","y","y","FALSE",,"RightIntermediateCuneiform, RightLateralCuneiform",,,"ULB"
"0001, 0358",,,,,"LeftCuneoCuboidal",,,,"bool","y","y","FALSE",,"LeftCuboid, LeftLateralCuneiform",,,"ULB"
"0001, 0359",,,,,"RightCuneoCuboidal",,,,"bool","y","y","FALSE",,"RightCuboid, RightLateralCuneiform",,,"ULB"
"0001, 0360",,,,,"LeftTarsoMetatarsal1",,,,"bool","y","y","FALSE",,"LeftMedialCuneiform, LeftMetatarsal1",,,"ULB"
"0001, 0361",,,,,"RightTarsoMetatarsal1",,,,"bool","y","y","FALSE",,"RightMedialCuneiform, RightMetatarsal1",,,"ULB"
"0001, 0362",,,,,"LeftTarsoMetatarsal2",,,,"bool","y","y","FALSE",,"LeftIntermediateCuneiform, LeftMetatarsal2",,,"ULB"
"0001, 0363",,,,,"RightTarsoMetatarsal2",,,,"bool","y","y","FALSE",,"RightIntermediateCuneiform, RightMetatarsal2",,,"ULB"
"0001, 0364",,,,,"LeftTarsoMetatarsal3",,,,"bool","y","y","FALSE",,"LeftLateralCuneiform, LeftMetatarsal3",,,"ULB"
"0001, 0365",,,,,"RightTarsoMetatarsal3",,,,"bool","y","y","FALSE",,"RightLateralCuneiform, RightMetatarsal3",,,"ULB"
"0001, 0366",,,,,"LeftTarsoMetatarsal4",,,,"bool","y","y","FALSE",,"LeftCuboid, LeftMetatarsal4",,,"ULB"
"0001, 0367",,,,,"RightTarsoMetatarsal4",,,,"bool","y","y","FALSE",,"RightCuboid, RightMetatarsal4",,,"ULB"
"0001, 0368",,,,,"LeftTarsoMetatarsal5",,,,"bool","y","y","FALSE",,"LeftCuboid, LeftMetatarsal5",,,"ULB"
"0001, 0369",,,,,"RightTarsoMetatarsal5",,,,"bool","y","y","FALSE",,"RightCuboid, RightMetatarsal5",,,"ULB"
"0001, 0370",,,,,"LeftMetatarsoPhalangeal1",,,,"bool","y","y","FALSE",,"LeftMetatarsal1, LeftFootRay1Phalanx1",,,"ULB"
"0001, 0371",,,,,"RightMetatarsoPhalangeal1",,,,"bool","y","y","FALSE",,"RightMetatarsal1, RightFootRay1Phalanx1",,,"ULB"
"0001, 0372",,,,,"LeftMetatarsoPhalangeal2",,,,"bool","y","y","FALSE",,"LeftMetatarsal2, LeftFootRay2Phalanx1",,,"ULB"
"0001, 0373",,,,,"RightMetatarsoPhalangeal2",,,,"bool","y","y","FALSE",,"RightMetatarsal2, RightFootRay2Phalanx1",,,"ULB"
"0001, 0374",,,,,"LeftMetatarsoPhalangeal3",,,,"bool","y","y","FALSE",,"LeftMetatarsal3, LeftFootRay3Phalanx1",,,"ULB"
"0001, 0375",,,,,"RightMetatarsoPhalangeal3",,,,"bool","y","y","FALSE",,"RightMetatarsal3, RightFootRay3Phalanx1",,,"ULB"
"0001, 0376",,,,,"LeftMetatarsoPhalangeal4",,,,"bool","y","y","FALSE",,"LeftMetatarsal4, LeftFootRay4Phalanx1",,,"ULB"
"0001, 0377",,,,,"RightMetatarsoPhalangeal4",,,,"bool","y","y","FALSE",,"RightMetatarsal4, RightFootRay4Phalanx1",,,"ULB"
"0001, 0378",,,,,"LeftMetatarsoPhalangeal5",,,,"bool","y","y","FALSE",,"LeftMetatarsal5, LeftFootRay5Phalanx1",,,"ULB"
"0001, 0379",,,,,"RightMetatarsoPhalangeal5",,,,"bool","y","y","FALSE",,"RightMetatarsal5, RightFootRay5Phalanx1",,,"ULB"
"0001, 0380",,,,,"LeftFootRay1Interphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay1Phalanx1, LeftFootRay1Phalanx2",,,"ULB"
"0001, 0381",,,,,"RightFootRay1Interphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay1Phalanx1, RightFootRay1Phalanx2",,,"ULB"
"0001, 0382",,,,,"LeftFootRay2ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay2Phalanx1, LeftFootRay2Phalanx2",,,"ULB"
"0001, 0383",,,,,"RightFootRay2ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay2Phalanx1, RightFootRay2Phalanx2",,,"ULB"
"0001, 0384",,,,,"LeftFootRay2DistalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay2Phalanx2, LeftFootRay2Phalanx3",,,"ULB"
"0001, 0385",,,,,"RightFootRay2DistalInterphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay2Phalanx2, RightFootRay2Phalanx3",,,"ULB"
"0001, 0386",,,,,"LeftFootRay3ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay3Phalanx1, LeftFootRay3Phalanx2",,,"ULB"
"0001, 0387",,,,,"RightFootRay3ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay3Phalanx1, RightFootRay3Phalanx2",,,"ULB"
"0001, 0388",,,,,"LeftFootRay3DistalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay3Phalanx2, LeftFootRay3Phalanx3",,,"ULB"
"0001, 0389",,,,,"RightFootRay3DistalInterphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay3Phalanx2, RightFootRay3Phalanx3",,,"ULB"
"0001, 0390",,,,,"LeftFootRay4ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay4Phalanx1, LeftFootRay4Phalanx2",,,"ULB"
"0001, 0391",,,,,"RightFootRay4ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay4Phalanx1, RightFootRay4Phalanx2",,,"ULB"
"0001, 0392",,,,,"LeftFootRay4DistalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay4Phalanx2, LeftFootRay4Phalanx3",,,"ULB"
